ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE
10177,29,105.88,11,3070.52,2018-11-07,1601,Shipped,Trains,S18_3259,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Medium,+34 913 728 555
10185,49,80.67,11,3952.83,2018-11-14,1595,Shipped,Trains,S18_3259,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium,5085559555
10196,35,101.85,3,3564.75,2018-11-26,1584,Shipped,Trains,S18_3259,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium,2035559545
10208,48,116.97,11,5614.56,2019-01-02,1548,Shipped,Trains,S18_3259,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555
10221,23,80.67,5,1855.41,2019-02-18,1502,Shipped,Trains,S18_3259,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Small,(02) 5554 67
10232,48,95.8,8,4598.4,2019-03-20,1473,Shipped,Trains,S18_3259,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Medium,(198) 555-8888
10248,42,121.01,14,5082.42,2019-05-07,1426,Cancelled,Trains,S18_3259,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,2125557818
10273,47,115.97,15,5450.59,2019-07-21,1352,Shipped,Trains,S18_3259,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Medium,(02) 5554 67
10282,36,115.97,3,4174.92,2019-08-20,1323,Shipped,Trains,S18_3259,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10293,22,109.92,6,2418.24,2019-09-09,1304,Shipped,Trains,S18_3259,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Small,011-4988555
10306,40,91.76,11,3670.4,2019-10-14,1270,Shipped,Trains,S18_3259,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555
10314,23,107.9,3,2481.7,2019-10-22,1263,Shipped,Trains,S18_3259,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,86 21 3555
10326,32,118.99,6,3807.68,2019-11-09,1246,Shipped,Trains,S18_3259,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Medium,0921-12 3555
10336,21,106.21,7,2230.41,2019-11-20,1236,Shipped,Trains,S18_3259,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Small,(1) 42.34.2555
10350,41,93.04,2,3814.64,2019-12-02,1225,Shipped,Trains,S18_3259,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10372,25,84.71,5,2117.75,2020-01-26,1171,Shipped,Trains,S18_3259,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555
10383,26,128.48,12,3340.48,2020-02-22,1145,Shipped,Trains,S18_3259,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10396,24,89.75,4,2154.0,2020-03-23,1116,Shipped,Trains,S18_3259,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10414,48,121.01,14,5808.48,2020-05-06,1073,On Hold,Trains,S18_3259,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,6175559555
10108,26,68.35,9,1777.1,2018-03-03,1869,Shipped,Classic Cars,S18_3278,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587
10122,21,73.17,13,1536.57,2018-05-08,1804,Shipped,Classic Cars,S18_3278,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555
10135,45,78.0,10,3510.0,2018-07-02,1750,Shipped,Classic Cars,S18_3278,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10147,36,86.04,10,3097.44,2018-09-05,1686,Shipped,Classic Cars,S18_3278,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Medium,6175558555
10169,32,70.76,5,2264.32,2018-11-04,1627,Shipped,Classic Cars,S18_3278,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555
10181,30,82.82,17,2484.6,2018-11-12,1620,Shipped,Classic Cars,S18_3278,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small,+47 2267 3215
10191,36,94.88,6,3415.68,2018-11-20,1613,Shipped,Classic Cars,S18_3278,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,0221-5554327
10203,33,86.04,11,2839.32,2018-12-02,1602,Shipped,Classic Cars,S18_3278,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10211,35,78.0,5,2730.0,2019-01-15,1559,Shipped,Classic Cars,S18_3278,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555
10225,37,95.69,12,3540.53,2019-02-22,1522,Shipped,Classic Cars,S18_3278,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555
10238,41,73.17,6,2999.97,2019-04-09,1477,Shipped,Classic Cars,S18_3278,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small,31 12 3555
10252,20,76.39,2,1527.8,2019-05-26,1431,Shipped,Classic Cars,S18_3278,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555
10265,45,86.84,2,3907.8,2019-07-02,1395,Shipped,Classic Cars,S18_3278,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Medium,61-9-3844-6555
10276,38,69.96,6,2658.48,2019-08-02,1365,Shipped,Classic Cars,S18_3278,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Small,6175557555
10287,43,70.76,15,3042.68,2019-08-30,1338,Shipped,Classic Cars,S18_3278,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555
10300,49,78.8,8,3861.2,2018-10-04,1669,Shipped,Classic Cars,S18_3278,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,+49 69 66 90 2555
10310,27,80.41,13,2171.07,2019-10-16,1293,Shipped,Classic Cars,S18_3278,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small,0221-5554327
10319,46,73.98,1,3403.08,2019-11-03,1276,Shipped,Classic Cars,S18_3278,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo,Kee,Medium,2125551957
10329,38,59.1,10,2245.8,2019-11-15,1265,Shipped,Classic Cars,S18_3278,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818
10342,25,66.74,5,1668.5,2019-11-24,1257,Shipped,Classic Cars,S18_3278,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555
10363,46,60.3,10,2773.8,2020-01-06,1215,Shipped,Classic Cars,S18_3278,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,+358 9 8045 555
10378,22,112.0,4,2464.0,2020-02-10,1181,Shipped,Classic Cars,S18_3278,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10390,40,137.29,9,5491.6,2020-03-04,1159,Shipped,Classic Cars,S18_3278,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10103,46,104.17,16,4791.82,2018-01-29,1925,Shipped,Vintage Cars,S18_3320,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,07-98 9555
10126,38,82.34,16,3128.92,2018-05-28,1807,Shipped,Vintage Cars,S18_3320,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium,(91) 555 22 82
10139,30,103.18,5,3095.4,2018-07-16,1759,Shipped,Vintage Cars,S18_3320,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555
10149,42,94.25,2,3958.5,2018-09-12,1702,Shipped,Vintage Cars,S18_3320,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Medium,4155554312
10163,43,116.08,6,4991.44,2018-10-20,1665,Shipped,Vintage Cars,S18_3320,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium,2125558493
10173,29,95.24,4,2761.96,2018-11-05,1650,Shipped,Vintage Cars,S18_3320,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555
10182,33,86.31,1,2848.23,2018-11-12,1644,Shipped,Vintage Cars,S18_3320,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10193,32,79.37,5,2539.84,2018-11-21,1636,Shipped,Vintage Cars,S18_3320,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,61-9-3844-6555
10206,28,87.3,11,2444.4,2018-12-05,1623,Shipped,Vintage Cars,S18_3320,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,(604) 555-3392
10215,41,111.12,8,4555.92,2019-01-29,1569,Shipped,Vintage Cars,S18_3320,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson,Steve,Medium,3105553722
10227,33,111.12,1,3666.96,2019-03-02,1538,Shipped,Vintage Cars,S18_3320,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555
10244,36,84.33,5,3035.88,2019-04-29,1481,Shipped,Vintage Cars,S18_3320,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10257,26,89.29,5,2321.54,2019-06-14,1436,Shipped,Vintage Cars,S18_3320,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659
10280,34,102.19,7,3474.46,2019-08-17,1373,Shipped,Vintage Cars,S18_3320,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Medium,011-4988555
10290,26,96.23,2,2501.98,2019-09-07,1353,Shipped,Vintage Cars,S18_3320,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor,Leslie,Small,6175558428
10304,38,104.17,11,3958.46,2019-10-11,1320,Shipped,Vintage Cars,S18_3320,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium,30.59.8555
10312,33,107.15,8,3535.95,2019-10-21,1311,Shipped,Vintage Cars,S18_3320,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10323,33,91.27,2,3011.91,2019-11-05,1297,Shipped,Vintage Cars,S18_3320,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,+49 69 66 90 2555
10347,26,102.19,12,2656.94,2019-11-29,1274,Shipped,Vintage Cars,S18_3320,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555
10357,25,104.17,3,2604.25,2019-12-10,1264,Shipped,Vintage Cars,S18_3320,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10369,45,73.08,4,3288.6,2020-01-20,1224,Shipped,Vintage Cars,S18_3320,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Medium,6175558555
10382,50,178.71,7,8935.5,2020-02-17,1197,Shipped,Vintage Cars,S18_3320,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large,4155551450
10392,36,112.11,1,4035.96,2020-03-10,1176,Shipped,Vintage Cars,S18_3320,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium,7675-3555
10423,21,89.29,5,1875.09,2020-05-30,1096,In Process,Vintage Cars,S18_3320,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Small,(02) 5554 67
10108,29,139.64,8,4049.56,2018-03-03,1916,Shipped,Classic Cars,S18_3482,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium,+63 2 555 3587
10122,21,117.59,12,2469.39,2018-05-08,1851,Shipped,Classic Cars,S18_3482,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555
10135,42,129.35,9,5432.7,2018-07-02,1797,Shipped,Classic Cars,S18_3482,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10147,37,119.06,9,4405.22,2018-09-05,1733,Shipped,Classic Cars,S18_3482,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Medium,6175558555
10169,36,123.47,4,4444.92,2018-11-04,1674,Shipped,Classic Cars,S18_3482,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,02 9936 8555
10181,22,154.34,16,3395.48,2018-11-12,1667,Shipped,Classic Cars,S18_3482,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium,+47 2267 3215
10191,23,148.46,5,3414.58,2018-11-20,1660,Shipped,Classic Cars,S18_3482,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,0221-5554327
10203,32,160.22,10,5127.04,2018-12-02,1649,Shipped,Classic Cars,S18_3482,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10211,28,133.76,4,3745.28,2019-01-15,1606,Shipped,Classic Cars,S18_3482,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,(1) 47.55.6555
10225,27,169.04,11,4564.08,2019-02-22,1569,Shipped,Classic Cars,S18_3482,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555
10238,49,133.76,5,6554.24,2019-04-09,1524,Shipped,Classic Cars,S18_3482,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,31 12 3555
10252,41,164.63,1,6749.83,2019-05-26,1478,Shipped,Classic Cars,S18_3482,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,(1) 47.55.6555
10265,49,171.98,1,8427.02,2019-07-02,1442,Shipped,Classic Cars,S18_3482,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Large,61-9-3844-6555
10276,30,130.82,5,3924.6,2019-08-02,1412,Shipped,Classic Cars,S18_3482,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Medium,6175557555
10287,40,169.04,14,6761.6,2019-08-30,1385,Shipped,Classic Cars,S18_3482,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555
10300,23,164.63,7,3786.49,2018-10-04,1716,Shipped,Classic Cars,S18_3482,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,+49 69 66 90 2555
10310,49,127.88,12,6266.12,2019-10-16,1340,Shipped,Classic Cars,S18_3482,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,0221-5554327
10320,25,139.64,5,3491.0,2019-11-03,1323,Shipped,Classic Cars,S18_3482,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Medium,0921-12 3555
10330,37,119.06,3,4405.22,2019-11-16,1311,Shipped,Classic Cars,S18_3482,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium,+63 2 555 3587
10342,55,119.06,7,6548.3,2019-11-24,1304,Shipped,Classic Cars,S18_3482,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555
10355,23,138.17,7,3177.91,2019-12-07,1292,Shipped,Classic Cars,S18_3482,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10363,24,172.61,11,4142.64,2020-01-06,1263,Shipped,Classic Cars,S18_3482,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,+358 9 8045 555
10378,43,96.49,10,4149.07,2020-02-10,1229,Shipped,Classic Cars,S18_3482,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10390,50,147.94,1,7397.0,2020-03-04,1207,Shipped,Classic Cars,S18_3482,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Large,4155551450
10109,47,132.8,2,6241.6,2018-03-10,1933,Shipped,Classic Cars,S18_3685,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium,2155559857
10123,34,156.82,4,5331.88,2018-05-20,1863,Shipped,Classic Cars,S18_3685,Atelier graphique,"54, rue Royale",Nantes,France,Schmitt,Carine,Medium,40.32.2555
10137,31,165.3,4,5124.3,2018-07-10,1813,Shipped,Classic Cars,S18_3685,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555
10148,28,129.98,11,3639.44,2018-09-11,1751,Shipped,Classic Cars,S18_3685,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,02 9936 8555
10161,36,154.0,10,5544.0,2018-10-17,1716,Shipped,Classic Cars,S18_3685,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium,86 21 3555
10172,48,114.44,8,5493.12,2018-11-05,1698,Shipped,Classic Cars,S18_3685,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium,2035552570
10181,39,148.34,4,5785.26,2018-11-12,1692,Shipped,Classic Cars,S18_3685,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium,+47 2267 3215
10192,45,118.68,9,5340.6,2018-11-20,1685,Shipped,Classic Cars,S18_3685,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium,6035558647
10204,35,163.88,15,5735.8,2018-12-02,1674,Shipped,Classic Cars,S18_3685,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413
10212,45,141.28,8,6357.6,2019-01-16,1630,Shipped,Classic Cars,S18_3685,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10226,46,159.65,6,7343.9,2019-02-26,1590,Shipped,Classic Cars,S18_3685,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Large,7605558146
10240,37,161.06,1,5959.22,2019-04-13,1545,Shipped,Classic Cars,S18_3685,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Medium,+81 06 6342 5555
10253,31,129.98,3,4029.38,2019-06-01,1497,Cancelled,Classic Cars,S18_3685,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium,(171) 555-2282
10266,33,152.58,4,5035.14,2019-07-06,1463,Shipped,Classic Cars,S18_3685,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium,0522-556555
10278,31,132.8,4,4116.8,2019-08-06,1433,Shipped,Classic Cars,S18_3685,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium,7025551838
10287,27,159.65,2,4310.55,2019-08-30,1410,Shipped,Classic Cars,S18_3685,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium,0897-034555
10301,39,165.3,6,6446.7,2018-10-05,1740,Shipped,Classic Cars,S18_3685,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Medium,+47 2212 1555
10311,32,113.02,11,3616.64,2019-10-16,1365,Shipped,Classic Cars,S18_3685,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10321,28,151.17,8,4232.76,2019-11-04,1347,Shipped,Classic Cars,S18_3685,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Medium,5085552555
10331,26,67.91,12,1765.66,2019-11-17,1335,Shipped,Classic Cars,S18_3685,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Small,2155559857
10343,44,84.88,2,3734.72,2019-11-24,1329,Shipped,Classic Cars,S18_3685,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,26.47.1555
10367,46,104.53,6,4808.38,2020-01-12,1281,Resolved,Classic Cars,S18_3685,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,6265557265
10379,32,70.83,4,2266.56,2020-02-10,1253,Shipped,Classic Cars,S18_3685,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10406,65,161.06,1,10468.9,2020-04-15,1189,Disputed,Classic Cars,S18_3685,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Large,31 12 3555
10419,43,129.98,3,5589.14,2020-05-17,1158,Shipped,Classic Cars,S18_3685,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium,6562-9555
10108,43,67.77,12,2914.11,2018-03-03,1965,Shipped,Motorcycles,S18_3782,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587
10122,35,49.74,16,1740.9,2018-05-08,1900,Shipped,Motorcycles,S18_3782,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555
10135,45,50.36,13,2266.2,2018-07-02,1846,Shipped,Motorcycles,S18_3782,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450
10146,47,67.14,2,3155.58,2018-09-03,1784,Shipped,Motorcycles,S18_3782,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,2035554407
10169,38,68.39,8,2598.82,2018-11-04,1723,Shipped,Motorcycles,S18_3782,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555
10180,21,50.36,3,1057.56,2018-11-11,1717,Shipped,Motorcycles,S18_3782,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Small,20.16.1555
10191,43,72.74,9,3127.82,2018-11-20,1709,Shipped,Motorcycles,S18_3782,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium,0221-5554327
10211,46,54.09,8,2488.14,2019-01-15,1654,Shipped,Motorcycles,S18_3782,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555
10224,38,58.44,1,2220.72,2019-02-21,1618,Shipped,Motorcycles,S18_3782,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance,Martine,Small,20.16.1555
10237,26,52.22,1,1357.72,2019-04-05,1576,Shipped,Motorcycles,S18_3782,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small,2125551500
10252,31,52.84,5,1638.04,2019-05-26,1526,Shipped,Motorcycles,S18_3782,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555
10264,48,54.71,3,2626.08,2019-06-30,1492,Shipped,Motorcycles,S18_3782,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,6175559555
10276,33,50.36,9,1661.88,2019-08-02,1460,Shipped,Motorcycles,S18_3782,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Small,6175557555
10286,38,57.2,1,2173.6,2019-08-28,1435,Shipped,Motorcycles,S18_3782,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Small,(1) 42.34.2555
10299,39,55.95,3,2182.05,2019-09-30,1403,Shipped,Motorcycles,S18_3782,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Small,90-224 8555
10310,42,67.14,16,2819.88,2019-10-16,1388,Shipped,Motorcycles,S18_3782,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small,0221-5554327
10319,44,59.06,4,2598.64,2019-11-03,1371,Shipped,Motorcycles,S18_3782,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo,Kee,Small,2125551957
10330,29,69.63,2,2019.27,2019-11-16,1359,Shipped,Motorcycles,S18_3782,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587
10342,26,55.95,8,1454.7,2019-11-24,1352,Shipped,Motorcycles,S18_3782,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555
10355,31,53.47,1,1657.57,2019-12-07,1340,Shipped,Motorcycles,S18_3782,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44
10363,32,89.12,12,2851.84,2020-01-06,1311,Shipped,Motorcycles,S18_3782,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,+358 9 8045 555
10378,28,164.63,9,4609.64,2020-02-10,1277,Shipped,Motorcycles,S18_3782,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44
10390,36,141.11,2,5079.96,2020-03-04,1255,Shipped,Motorcycles,S18_3782,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450
10403,36,52.22,1,1879.92,2020-04-08,1221,Shipped,Motorcycles,S18_3782,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small,(171) 555-2282
10106,41,116.46,17,4774.86,2018-02-17,2003,Shipped,Vintage Cars,S18_3856,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,035-640555
