ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10165,27,205.89,2,5559.03,2018-10-22,892,Shipped,Classic Cars,S12_3891,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10176,50,157.45,1,7872.5,2018-11-06,878,Shipped,Classic Cars,S12_3891,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Large
10185,43,183.4,12,7886.2,2018-11-14,871,Shipped,Classic Cars,S12_3891,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Large
10196,38,190.32,4,7232.16,2018-11-26,860,Shipped,Classic Cars,S12_3891,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Large
10208,20,155.72,12,3114.4,2019-01-02,824,Shipped,Classic Cars,S12_3891,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium
10220,27,186.86,1,5045.22,2019-02-12,784,Shipped,Classic Cars,S12_3891,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Medium
10231,49,141.88,1,6952.12,2019-03-19,750,Shipped,Classic Cars,S12_3891,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Medium
10247,27,153.99,1,4157.73,2019-05-05,704,Shipped,Classic Cars,S12_3891,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
10272,39,204.16,1,7962.24,2019-07-20,629,Shipped,Classic Cars,S12_3891,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Large
10282,24,157.45,4,3778.8,2019-08-20,599,Shipped,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10293,45,183.4,7,8253.0,2019-09-09,580,Shipped,Classic Cars,S12_3891,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Large
10306,20,181.67,12,3633.4,2019-10-14,546,Shipped,Classic Cars,S12_3891,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium
10314,36,192.05,4,6913.8,2019-10-22,539,Shipped,Classic Cars,S12_3891,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium
10325,24,107.65,1,2583.6,2019-11-05,526,Shipped,Classic Cars,S12_3891,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small
10336,49,63.38,1,3105.62,2019-11-20,512,Shipped,Classic Cars,S12_3891,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium
10349,26,169.56,10,4408.56,2019-12-01,502,Shipped,Classic Cars,S12_3891,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10359,49,62.09,5,3042.41,2019-12-15,489,Shipped,Classic Cars,S12_3891,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium
10372,34,174.75,1,5941.5,2020-01-26,448,Shipped,Classic Cars,S12_3891,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium
10382,34,95.35,12,3241.9,2020-02-17,427,Shipped,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10396,33,185.13,3,6109.29,2020-03-23,393,Shipped,Classic Cars,S12_3891,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10413,22,153.99,1,3387.78,2020-05-05,351,Shipped,Classic Cars,S12_3891,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium
10108,39,89.38,7,3485.82,2018-03-03,1146,Shipped,Classic Cars,S12_3990,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium
10122,32,63.84,11,2042.88,2018-05-08,1081,Shipped,Classic Cars,S12_3990,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small
10135,24,75.01,8,1800.24,2018-07-02,1027,Shipped,Classic Cars,S12_3990,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10147,21,63.84,8,1340.64,2018-09-05,963,Shipped,Classic Cars,S12_3990,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Small
10169,36,63.84,3,2298.24,2018-11-04,904,Shipped,Classic Cars,S12_3990,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small
10181,20,81.4,15,1628.0,2018-11-12,897,Shipped,Classic Cars,S12_3990,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small
10191,30,64.64,4,1939.2,2018-11-20,890,Shipped,Classic Cars,S12_3990,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small
10203,44,82.99,9,3651.56,2018-12-02,879,Shipped,Classic Cars,S12_3990,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10211,28,92.57,3,2591.96,2019-01-15,836,Shipped,Classic Cars,S12_3990,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small
10225,37,77.41,10,2864.17,2019-02-22,799,Shipped,Classic Cars,S12_3990,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Small
10238,20,74.21,4,1484.2,2019-04-09,754,Shipped,Classic Cars,S12_3990,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small
10253,25,90.17,14,2254.25,2019-06-01,702,Cancelled,Classic Cars,S12_3990,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small
10266,35,76.61,15,2681.35,2019-07-06,668,Shipped,Classic Cars,S12_3990,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small
10276,38,83.79,4,3184.02,2019-08-02,642,Shipped,Classic Cars,S12_3990,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Medium
10287,41,69.43,13,2846.63,2019-08-30,615,Shipped,Classic Cars,S12_3990,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Small
10300,22,76.61,6,1685.42,2018-10-04,946,Shipped,Classic Cars,S12_3990,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Small
10310,49,81.4,11,3988.6,2019-10-16,570,Shipped,Classic Cars,S12_3990,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium
10320,38,73.42,4,2789.96,2019-11-03,553,Shipped,Classic Cars,S12_3990,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Small
10329,33,109.32,14,3607.56,2019-11-15,542,Shipped,Classic Cars,S12_3990,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium
10341,36,93.56,10,3368.16,2019-11-24,534,Shipped,Classic Cars,S12_3990,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10363,34,81.62,5,2775.08,2020-01-06,492,Shipped,Classic Cars,S12_3990,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small
10377,24,67.83,5,1627.92,2020-02-09,459,Shipped,Classic Cars,S12_3990,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Small
10389,36,70.26,7,2529.36,2020-03-03,437,Shipped,Classic Cars,S12_3990,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small
10419,34,90.17,14,3065.78,2020-05-17,363,Shipped,Classic Cars,S12_3990,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10104,41,112.58,9,4615.78,2018-01-31,1201,Shipped,Trucks and Buses,S12_4473,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10115,46,124.43,5,5723.78,2018-04-04,1139,Shipped,Trucks and Buses,S12_4473,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Medium
10127,24,106.65,11,2559.6,2018-06-03,1080,Shipped,Trucks and Buses,S12_4473,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Small
10141,21,101.91,5,2140.11,2018-08-01,1022,Shipped,Trucks and Buses,S12_4473,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small
10151,24,138.65,3,3327.6,2018-09-21,972,Shipped,Trucks and Buses,S12_4473,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium
10165,48,142.2,12,6825.6,2018-10-22,942,Shipped,Trucks and Buses,S12_4473,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10175,26,136.28,1,3543.28,2018-11-06,928,Shipped,Trucks and Buses,S12_4473,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium
10184,37,122.06,6,4516.22,2018-11-14,921,Shipped,Trucks and Buses,S12_4473,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Medium
10195,49,131.54,6,6445.46,2018-11-25,911,Shipped,Trucks and Buses,S12_4473,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium
10207,34,99.54,7,3384.36,2018-12-09,898,Shipped,Trucks and Buses,S12_4473,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Medium
10219,48,101.91,2,4891.68,2019-02-10,836,Shipped,Trucks and Buses,S12_4473,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Medium
10229,36,125.61,1,4521.96,2019-03-11,808,Shipped,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10246,46,110.21,5,5069.66,2019-05-05,754,Shipped,Trucks and Buses,S12_4473,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10259,46,142.2,4,6541.2,2019-06-15,714,Shipped,Trucks and Buses,S12_4473,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium
10271,31,97.17,5,3012.27,2019-07-20,680,Shipped,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10281,41,127.98,1,5247.18,2019-08-19,651,Shipped,Trucks and Buses,S12_4473,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium
10292,21,105.47,8,2214.87,2019-09-08,632,Shipped,Trucks and Buses,S12_4473,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small
10305,38,125.61,5,4773.18,2019-10-13,598,Shipped,Trucks and Buses,S12_4473,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium
10314,45,137.46,14,6185.7,2019-10-22,590,Shipped,Trucks and Buses,S12_4473,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium
10324,26,58.38,7,1517.88,2019-11-05,577,Shipped,Trucks and Buses,S12_4473,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small
10336,38,167.7,3,6372.6,2019-11-20,563,Shipped,Trucks and Buses,S12_4473,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium
10349,48,109.02,9,5232.96,2019-12-01,553,Shipped,Trucks and Buses,S12_4473,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10358,42,64.16,9,2694.72,2019-12-10,545,Shipped,Trucks and Buses,S12_4473,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small
10371,49,35.71,4,1749.79,2020-01-23,502,Shipped,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10382,32,66.58,13,2130.56,2020-02-17,478,Shipped,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10412,54,110.21,5,5951.34,2020-05-03,403,Shipped,Trucks and Buses,S12_4473,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10425,33,142.2,4,4692.6,2020-05-31,376,In Process,Trucks and Buses,S12_4473,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium
10108,36,103.64,3,3731.04,2018-03-03,1197,Shipped,Classic Cars,S12_4675,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium
10122,20,107.1,7,2142.0,2018-05-08,1132,Shipped,Classic Cars,S12_4675,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small
10135,29,97.89,4,2838.81,2018-07-02,1078,Shipped,Classic Cars,S12_4675,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small
10147,33,97.89,4,3230.37,2018-09-05,1014,Shipped,Classic Cars,S12_4675,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Medium
10170,41,107.1,3,4391.1,2018-11-04,955,Shipped,Classic Cars,S12_4675,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium
10181,36,124.37,11,4477.32,2018-11-12,948,Shipped,Classic Cars,S12_4675,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium
10192,27,131.28,16,3544.56,2018-11-20,941,Shipped,Classic Cars,S12_4675,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium
10203,47,110.55,5,5195.85,2018-12-02,930,Shipped,Classic Cars,S12_4675,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10212,33,126.68,15,4180.44,2019-01-16,886,Shipped,Classic Cars,S12_4675,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10225,21,127.83,6,2684.43,2019-02-22,850,Shipped,Classic Cars,S12_4675,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Small
10239,21,93.28,5,1958.88,2019-04-12,802,Shipped,Classic Cars,S12_4675,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small
10253,41,119.77,10,4910.57,2019-06-01,753,Cancelled,Classic Cars,S12_4675,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium
10266,40,111.71,11,4468.4,2019-07-06,719,Shipped,Classic Cars,S12_4675,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium
10277,28,111.71,1,3127.88,2019-08-04,691,Shipped,Classic Cars,S12_4675,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10287,23,116.31,9,2675.13,2019-08-30,666,Shipped,Classic Cars,S12_4675,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Small
10300,23,122.07,2,2807.61,2018-10-04,997,Shipped,Classic Cars,S12_4675,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Small
10310,25,100.19,7,2504.75,2019-10-16,621,Shipped,Classic Cars,S12_4675,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small
10321,24,124.37,15,2984.88,2019-11-04,603,Shipped,Classic Cars,S12_4675,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Small
10329,39,64.74,15,2524.86,2019-11-15,593,Shipped,Classic Cars,S12_4675,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small
10341,55,75.2,7,4136.0,2019-11-24,585,Shipped,Classic Cars,S12_4675,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10363,46,88.45,6,4068.7,2020-01-06,543,Shipped,Classic Cars,S12_4675,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium
10377,50,103.64,1,5182.0,2020-02-09,510,Shipped,Classic Cars,S12_4675,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium
10389,47,111.57,8,5243.79,2020-03-03,488,Shipped,Classic Cars,S12_4675,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium
10405,97,93.28,5,9048.16,2020-04-14,447,Shipped,Classic Cars,S12_4675,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Large
10419,32,119.77,10,3832.64,2020-05-17,415,Shipped,Classic Cars,S12_4675,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10103,35,112.0,10,3920.0,2018-01-29,1255,Shipped,Trucks and Buses,S18_1097,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium
10113,49,100.34,4,4916.66,2018-03-26,1200,Shipped,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10126,38,101.5,10,3857.0,2018-05-28,1138,Shipped,Trucks and Buses,S18_1097,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium
10140,32,130.67,10,4181.44,2018-07-24,1082,Shipped,Trucks and Buses,S18_1097,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium
10150,34,136.5,7,4641.0,2018-09-19,1026,Shipped,Trucks and Buses,S18_1097,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium
10164,36,99.17,8,3570.12,2018-10-21,995,Resolved,Trucks and Buses,S18_1097,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium
10174,48,93.34,3,4480.32,2018-11-06,980,Shipped,Trucks and Buses,S18_1097,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Medium
10183,21,96.84,7,2033.64,2018-11-13,974,Shipped,Trucks and Buses,S18_1097,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Small
10194,21,93.34,10,1960.14,2018-11-25,963,Shipped,Trucks and Buses,S18_1097,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small
10206,34,116.67,5,3966.78,2018-12-05,954,Shipped,Trucks and Buses,S18_1097,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Medium
10215,46,112.0,2,5152.0,2019-01-29,900,Shipped,Trucks and Buses,S18_1097,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson,Steve,Medium
10228,32,105.0,1,3360.0,2019-03-10,861,Shipped,Trucks and Buses,S18_1097,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng,Kyung,Medium
10245,29,119.0,8,3451.0,2019-05-04,807,Shipped,Trucks and Buses,S18_1097,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium
10258,41,133.0,5,5453.0,2019-06-15,766,Shipped,Trucks and Buses,S18_1097,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium
10270,43,96.84,8,4164.12,2019-07-19,733,Shipped,Trucks and Buses,S18_1097,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium
10280,24,116.67,1,2800.08,2019-08-17,705,Shipped,Trucks and Buses,S18_1097,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Small
10291,41,114.34,10,4687.94,2019-09-08,684,Shipped,Trucks and Buses,S18_1097,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium
10304,46,98.0,5,4508.0,2019-10-11,652,Shipped,Trucks and Buses,S18_1097,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium
10312,32,130.67,2,4181.44,2019-10-21,643,Shipped,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10322,22,102.32,10,2251.04,2019-11-04,630,Shipped,Trucks and Buses,S18_1097,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small
10347,42,49.6,5,2083.2,2019-11-29,606,Shipped,Trucks and Buses,S18_1097,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small
10357,39,98.0,1,3822.0,2019-12-10,596,Shipped,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10370,27,144.87,1,3911.49,2020-01-20,556,Shipped,Trucks and Buses,S18_1097,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium
10391,29,85.1,10,2467.9,2020-03-09,508,Shipped,Trucks and Buses,S18_1097,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small
10411,27,119.0,8,3213.0,2020-05-01,456,Shipped,Trucks and Buses,S18_1097,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium
10424,54,133.0,5,7182.0,2020-05-31,427,In Process,Trucks and Buses,S18_1097,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Large
10109,26,168.43,4,4379.18,2018-03-10,1241,Shipped,Classic Cars,S18_1129,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium
10122,34,147.2,2,5004.8,2018-05-08,1183,Shipped,Classic Cars,S18_1129,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium
10136,25,145.79,2,3644.75,2018-07-04,1127,Shipped,Classic Cars,S18_1129,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Medium
10148,23,117.48,13,2702.04,2018-09-11,1059,Shipped,Classic Cars,S18_1129,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small
10161,28,134.46,12,3764.88,2018-10-17,1024,Shipped,Classic Cars,S18_1129,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium
10171,35,128.8,2,4508.0,2018-11-05,1006,Shipped,Classic Cars,S18_1129,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium
10181,44,123.14,6,5418.16,2018-11-12,1000,Shipped,Classic Cars,S18_1129,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium
10192,22,150.03,11,3300.66,2018-11-20,993,Shipped,Classic Cars,S18_1129,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium
10204,42,147.2,17,6182.4,2018-12-02,982,Shipped,Classic Cars,S18_1129,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium
10212,29,144.37,10,4186.73,2019-01-16,938,Shipped,Classic Cars,S18_1129,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium
10225,32,141.54,1,4529.28,2019-02-22,902,Shipped,Classic Cars,S18_1129,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium
10240,41,137.29,3,5628.89,2019-04-13,853,Shipped,Classic Cars,S18_1129,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Medium
10253,26,117.48,5,3054.48,2019-06-01,805,Cancelled,Classic Cars,S18_1129,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium
10266,21,120.31,6,2526.51,2019-07-06,771,Shipped,Classic Cars,S18_1129,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small
10278,34,137.29,6,4667.86,2019-08-06,741,Shipped,Classic Cars,S18_1129,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium
10287,41,158.52,4,6499.32,2019-08-30,718,Shipped,Classic Cars,S18_1129,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Medium
10301,37,159.94,8,5917.78,2018-10-05,1048,Shipped,Classic Cars,S18_1129,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Medium
10310,37,168.43,2,6231.91,2019-10-16,673,Shipped,Classic Cars,S18_1129,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Medium
10321,41,141.54,10,5803.14,2019-11-04,655,Shipped,Classic Cars,S18_1129,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Medium
10331,46,139.87,6,6434.02,2019-11-17,643,Shipped,Classic Cars,S18_1129,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium
10342,40,161.36,2,6454.4,2019-11-24,637,Shipped,Classic Cars,S18_1129,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium
10356,43,97.6,8,4196.8,2019-12-09,623,Shipped,Classic Cars,S18_1129,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Medium
10365,30,87.06,1,2611.8,2020-01-07,595,Shipped,Classic Cars,S18_1129,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small
10377,35,168.43,2,5895.05,2020-02-09,563,Shipped,Classic Cars,S18_1129,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium
10390,36,93.77,14,3375.72,2020-03-04,540,Shipped,Classic Cars,S18_1129,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium
10406,61,137.29,3,8374.69,2020-04-15,499,Disputed,Classic Cars,S18_1129,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Large
10419,38,117.48,5,4464.24,2020-05-17,468,Shipped,Classic Cars,S18_1129,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium
10102,39,123.29,2,4808.31,2018-01-10,1327,Shipped,Vintage Cars,S18_1342,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Medium
