ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE,MSRP,POSTALCODE
10143,31,85.29,16,2643.99,2018-08-10,3177,Shipped,Ships,S700_2610,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,72,50553
10154,36,64.33,1,2315.88,2018-10-02,3125,Shipped,Ships,S700_2610,Boards & Toys Co.,4097 Douglas Av.,Glendale,USA,Young,Leslie,Small,3105552373,72,92561
10167,46,70.11,10,3225.06,2018-10-23,3105,Cancelled,Ships,S700_2610,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,0695-34 6555,72,S-844 67
10177,32,76.62,1,2451.84,2018-11-07,3091,Shipped,Ships,S700_2610,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Small,+34 913 728 555,72,28023
10185,39,57.82,1,2254.98,2018-11-14,3085,Shipped,Ships,S700_2610,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,72,50553
10197,50,78.79,7,3939.5,2018-11-26,3074,Shipped,Ships,S700_2610,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Medium,(93) 203 4555,72,8022
10208,46,74.45,1,3424.7,2019-01-02,3038,Shipped,Ships,S700_2610,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555,72,69004
10222,36,80.95,13,2914.2,2019-02-19,2991,Shipped,Ships,S700_2610,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,7605558146,72,91217
10233,29,82.4,1,2389.6,2019-03-29,2954,Shipped,Ships,S700_2610,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Small,2015559350,72,94019
10248,32,75.89,4,2428.48,2019-05-07,2916,Cancelled,Ships,S700_2610,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818,72,10022
10261,44,68.67,2,3021.48,2019-06-17,2876,Shipped,Ships,S700_2610,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium,(514) 555-8054,72,H1J 1C3
10273,42,62.16,5,2610.72,2019-07-21,2843,Shipped,Ships,S700_2610,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Small,(02) 5554 67,72,B-1180
10283,47,65.77,7,3091.19,2019-08-20,2814,Shipped,Ships,S700_2610,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Medium,(604) 555-4555,72,T2F 8M4
10295,44,58.55,2,2576.2,2019-09-10,2794,Shipped,Ships,S700_2610,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,6175559555,72,51003
10306,43,75.17,1,3232.31,2019-10-14,2761,Shipped,Ships,S700_2610,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555,72,EC2 5NT
10316,48,74.45,18,3573.6,2019-11-01,2744,Shipped,Ships,S700_2610,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Medium,(198) 555-8888,72,PO31 7PJ
10327,21,96.31,1,2022.51,2019-11-10,2736,Resolved,Ships,S700_2610,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small,31 12 3555,72,1734
10339,50,74.35,9,3717.5,2019-11-23,2724,Shipped,Ships,S700_2610,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium,+81 3 3584 0555,72,106-0032
10350,29,75.35,12,2185.15,2019-12-02,2716,Shipped,Ships,S700_2610,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,72,28034
10373,41,70.33,16,2883.53,2020-01-31,2657,Shipped,Ships,S700_2610,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small,981-443655,72,90110
10386,37,135.61,10,5017.57,2020-03-01,2628,Resolved,Ships,S700_2610,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,72,28034
10397,22,66.5,4,1463.0,2020-03-28,2602,Shipped,Ships,S700_2610,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Small,61.77.6555,72,31000
10414,31,75.89,4,2352.59,2020-05-06,2564,On Hold,Ships,S700_2610,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,6175559555,72,51003
10103,42,106.21,6,4460.82,2018-01-29,3393,Shipped,Classic Cars,S700_2824,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,07-98 9555,101,4110
10114,42,113.29,10,4758.18,2018-04-01,3332,Shipped,Classic Cars,S700_2824,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,(1) 42.34.2555,101,75012
10126,45,102.16,6,4597.2,2018-05-28,3276,Shipped,Classic Cars,S700_2824,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Medium,(91) 555 22 82,101,28023
10140,36,114.3,6,4114.8,2018-07-24,3220,Shipped,Classic Cars,S700_2824,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809,101,94217
10150,20,105.2,3,2104.0,2018-09-19,3164,Shipped,Classic Cars,S700_2824,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,+65 221 7555,101,79903
10164,39,81.93,4,3195.27,2018-10-21,3133,Resolved,Classic Cars,S700_2824,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium,7675-3555,101,8010
10175,42,85.98,11,3611.16,2018-11-06,3118,Shipped,Classic Cars,S700_2824,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium,(171) 555-0297,101,WX3 6FW
10183,23,86.99,3,2000.77,2018-11-13,3112,Shipped,Classic Cars,S700_2824,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Small,2155554695,101,71270
10194,26,89.01,6,2314.26,2018-11-25,3101,Shipped,Classic Cars,S700_2824,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Small,78.32.5555,101,69004
10206,33,117.33,1,3871.89,2018-12-05,3092,Shipped,Classic Cars,S700_2824,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Medium,(604) 555-3392,101,V3F 2K1
10217,31,88.0,6,2728.0,2019-02-04,3032,Shipped,Classic Cars,S700_2824,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555,101,69045
10229,50,112.28,11,5614.0,2019-03-11,2998,Shipped,Classic Cars,S700_2824,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,101,97562
10245,44,105.2,4,4628.8,2019-05-04,2945,Shipped,Classic Cars,S700_2824,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Medium,2035559545,101,97823
10258,45,80.92,1,3641.4,2019-06-15,2904,Shipped,Classic Cars,S700_2824,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Medium,+81 3 3584 0555,101,106-0032
10270,46,88.0,4,4048.0,2019-07-19,2871,Shipped,Classic Cars,S700_2824,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555,101,2067
10281,27,85.98,11,2321.46,2019-08-19,2841,Shipped,Classic Cars,S700_2824,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,2155551555,101,70267
10291,28,116.32,6,3256.96,2019-09-08,2822,Shipped,Classic Cars,S700_2824,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,0695-34 6555,101,S-844 67
10304,40,105.2,1,4208.0,2019-10-11,2790,Shipped,Classic Cars,S700_2824,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium,30.59.8555,101,78000
10313,30,99.13,9,2973.9,2019-10-22,2780,Shipped,Classic Cars,S700_2824,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,(604) 555-3392,101,V3F 2K1
10324,34,124.95,5,4248.3,2019-11-05,2767,Shipped,Classic Cars,S700_2824,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick,Michael,Medium,2125551500,101,10022
10336,46,207.8,2,9558.8,2019-11-20,2753,Shipped,Classic Cars,S700_2824,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand,Marie,Large,(1) 42.34.2555,101,75012
10348,32,82.83,7,2650.56,2019-11-01,2773,Shipped,Classic Cars,S700_2824,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,(91) 555 22 82,101,28023
10358,27,139.31,3,3761.37,2019-12-10,2735,Shipped,Classic Cars,S700_2824,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,101,28034
10371,34,126.51,3,4301.34,2020-01-23,2692,Shipped,Classic Cars,S700_2824,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,101,97562
10382,34,54.84,9,1864.56,2020-02-17,2668,Shipped,Classic Cars,S700_2824,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,101,97562
10411,34,105.2,4,3576.8,2020-05-01,2595,Shipped,Classic Cars,S700_2824,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Medium,(514) 555-8054,101,H1J 1C3
10424,46,80.92,1,3722.32,2020-05-31,2566,In Process,Classic Cars,S700_2824,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,101,28034
10106,32,124.58,1,3986.56,2018-02-17,3401,Shipped,Planes,S700_2834,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,035-640555,118,24100
10120,24,142.38,7,3417.12,2018-04-29,3331,Shipped,Planes,S700_2834,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555,118,3004
10133,27,99.67,2,2691.09,2018-06-27,3273,Shipped,Planes,S700_2834,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,118,28034
10145,20,137.63,13,2752.6,2018-08-25,3215,Shipped,Planes,S700_2834,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,6265557265,118,90003
10168,36,125.77,8,4527.72,2018-10-28,3152,Shipped,Planes,S700_2834,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809,118,94217
10188,29,136.45,8,3957.05,2018-11-18,3132,Shipped,Planes,S700_2834,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium,+47 2267 3215,118,N 5804
10210,25,112.72,6,2818.0,2019-01-12,3078,Shipped,Planes,S700_2834,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Small,+81 06 6342 5555,118,530-0003
10223,29,110.34,8,3199.86,2019-02-20,3040,Shipped,Planes,S700_2834,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555,118,3004
10235,25,96.11,2,2402.75,2019-04-02,3000,Shipped,Planes,S700_2834,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,118,T2F 8M4
10250,44,137.63,3,6055.72,2019-05-11,2962,Shipped,Planes,S700_2834,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,4085553659,118,94217
10263,47,116.28,9,5465.16,2019-06-28,2915,Shipped,Planes,S700_2834,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium,2035552570,118,97562
10275,48,132.89,8,6378.72,2019-07-23,2891,Shipped,Planes,S700_2834,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555,118,44000
10285,45,119.84,13,5392.8,2019-08-27,2857,Shipped,Planes,S700_2834,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium,6175558555,118,51247
10297,35,113.9,3,3986.5,2019-09-16,2838,Shipped,Planes,S700_2834,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Medium,+353 1862 1555,118,2
10308,31,129.33,6,4009.23,2019-10-15,2810,Shipped,Planes,S700_2834,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium,9145554562,118,24067
10318,50,142.38,8,7119.0,2019-11-02,2793,Shipped,Planes,S700_2834,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu,Kyung,Large,2155551555,118,70267
10328,33,123.4,11,4072.2,2019-11-12,2784,Shipped,Planes,S700_2834,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,035-640555,118,24100
10340,29,141.19,6,4094.51,2019-11-24,2773,Shipped,Planes,S700_2834,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Medium,(93) 203 4555,118,8022
10353,48,68.8,4,3302.4,2019-12-04,2764,Shipped,Planes,S700_2834,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,2035554407,118,97561
10361,44,72.42,5,3186.48,2019-12-17,2752,Shipped,Planes,S700_2834,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555,118,2067
10375,25,66.73,10,1668.25,2020-02-03,2705,Shipped,Planes,S700_2834,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,118,44000
10388,50,143.09,3,7154.5,2020-03-03,2677,Shipped,Planes,S700_2834,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Large,5085552555,118,50553
10398,23,122.21,9,2810.83,2020-03-30,2651,Shipped,Planes,S700_2834,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,26.47.1555,118,51100
10401,21,96.11,2,2018.31,2020-04-03,2648,On Hold,Planes,S700_2834,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Small,2015559350,118,94019
10416,41,137.63,3,5642.83,2020-05-10,2612,Shipped,Planes,S700_2834,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium,0522-556555,118,42100
10106,44,74.4,8,3273.6,2018-02-17,3426,Shipped,Planes,S700_3167,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,035-640555,80,24100
10120,43,76.0,14,3268.0,2018-04-29,3356,Shipped,Planes,S700_3167,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,03 9520 4555,80,3004
10143,28,96.0,3,2688.0,2018-08-10,3254,Shipped,Planes,S700_3167,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,80,50553
10155,43,86.4,1,3715.2,2018-10-06,3198,Shipped,Planes,S700_3167,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium,90-224 8555,80,21240
10168,48,96.0,15,4608.0,2018-10-28,3177,Shipped,Planes,S700_3167,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Medium,6505556809,80,94217
10199,38,82.4,3,3131.2,2018-12-01,3144,Shipped,Planes,S700_3167,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson,Steve,Medium,3105553722,80,94019
10210,31,86.4,13,2678.4,2019-01-12,3103,Shipped,Planes,S700_3167,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Small,+81 06 6342 5555,80,530-0003
10223,26,67.2,15,1747.2,2019-02-20,3065,Shipped,Planes,S700_3167,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555,80,3004
10235,32,92.0,9,2944.0,2019-04-02,3025,Shipped,Planes,S700_3167,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,80,T2F 8M4
10250,44,67.2,10,2956.8,2019-05-11,2987,Shipped,Planes,S700_3167,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659,80,94217
10262,27,76.0,5,2052.0,2019-06-24,2944,Cancelled,Planes,S700_3167,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,80,28034
10275,43,73.6,15,3164.8,2019-07-23,2916,Shipped,Planes,S700_3167,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555,80,44000
10284,25,69.6,7,1740.0,2019-08-21,2888,Shipped,Planes,S700_3167,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555,80,N 0106
10296,22,80.8,3,1777.6,2019-09-15,2864,Shipped,Planes,S700_3167,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Small,+49 89 61 08 9555,80,80686
10308,21,87.2,13,1831.2,2019-10-15,2835,Shipped,Planes,S700_3167,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,9145554562,80,24067
10316,48,75.2,5,3609.6,2019-11-01,2819,Shipped,Planes,S700_3167,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Medium,(198) 555-8888,80,PO31 7PJ
10328,33,64.0,13,2112.0,2019-11-12,2809,Shipped,Planes,S700_3167,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,80,24100
10341,34,107.18,5,3644.12,2019-11-24,2798,Shipped,Planes,S700_3167,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium,6562-9555,80,5020
10353,43,81.95,6,3523.85,2019-12-04,2789,Shipped,Planes,S700_3167,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,2035554407,80,97561
10361,44,113.68,10,5001.92,2019-12-17,2777,Shipped,Planes,S700_3167,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555,80,2067
10375,44,118.38,11,5208.72,2020-02-03,2730,Shipped,Planes,S700_3167,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,40.67.8555,80,44000
10386,32,94.34,17,3018.88,2020-03-01,2704,Resolved,Planes,S700_3167,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,80,28034
10398,29,65.6,10,1902.4,2020-03-30,2676,Shipped,Planes,S700_3167,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,26.47.1555,80,51100
10401,77,92.0,9,7084.0,2020-04-03,2673,On Hold,Planes,S700_3167,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown,William,Large,2015559350,80,94019
10416,39,67.2,10,2620.8,2020-05-10,2637,Shipped,Planes,S700_3167,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555,80,42100
10105,39,81.14,6,3164.46,2018-02-11,3457,Shipped,Ships,S700_3505,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,31 12 3555,100,1734
10118,36,117.2,1,4219.2,2018-04-21,3389,Shipped,Ships,S700_3505,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Medium,(93) 203 4555,100,8022
10129,42,91.15,6,3828.3,2018-06-12,3338,Shipped,Ships,S700_3505,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium,(171) 555-0297,100,WX3 6FW
10142,21,111.19,3,2334.99,2018-08-08,3282,Shipped,Ships,S700_3505,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,100,97562
10153,50,88.15,2,4407.5,2018-09-28,3232,Shipped,Ships,S700_3505,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,100,28034
10167,24,117.2,13,2812.8,2018-10-23,3208,Cancelled,Ships,S700_3505,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,0695-34 6555,100,S-844 67
10177,44,92.16,4,4055.04,2018-11-07,3194,Shipped,Ships,S700_3505,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Medium,+34 913 728 555,100,28023
10185,37,105.18,4,3891.66,2018-11-14,3188,Shipped,Ships,S700_3505,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium,5085559555,100,50553
10197,27,92.16,10,2488.32,2018-11-26,3177,Shipped,Ships,S700_3505,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,(93) 203 4555,100,8022
10208,37,120.2,4,4447.4,2019-01-02,3141,Shipped,Ships,S700_3505,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555,100,69004
10222,38,110.19,16,4187.22,2019-02-19,3094,Shipped,Ships,S700_3505,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium,7605558146,100,91217
10232,48,96.16,1,4615.68,2019-03-20,3066,Shipped,Ships,S700_3505,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Medium,(198) 555-8888,100,PO31 7PJ
10248,30,108.18,7,3245.4,2019-05-07,3019,Cancelled,Ships,S700_3505,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,2125557818,100,10022
10261,25,88.15,5,2203.75,2019-06-17,2979,Shipped,Ships,S700_3505,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Small,(514) 555-8054,100,H1J 1C3
10273,40,86.15,8,3446.0,2019-07-21,2946,Shipped,Ships,S700_3505,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Medium,(02) 5554 67,100,B-1180
10283,22,88.15,10,1939.3,2019-08-20,2917,Shipped,Ships,S700_3505,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,100,T2F 8M4
10295,34,102.17,5,3473.78,2019-09-10,2897,Shipped,Ships,S700_3505,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,6175559555,100,51003
10306,32,90.15,4,2884.8,2019-10-14,2864,Shipped,Ships,S700_3505,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555,100,EC2 5NT
10315,31,86.15,3,2670.65,2019-10-29,2850,Shipped,Ships,S700_3505,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,100,44000
10327,43,80.0,2,3440.0,2019-11-10,2839,Resolved,Ships,S700_3505,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,31 12 3555,100,1734
10337,31,89.38,1,2770.78,2019-11-21,2829,Shipped,Ships,S700_3505,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez,Maria,Small,2125558493,100,10022
10350,31,77.34,13,2397.54,2019-12-02,2819,Shipped,Ships,S700_3505,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,100,28034
10373,34,96.34,2,3275.56,2020-01-31,2760,Shipped,Ships,S700_3505,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,981-443655,100,90110
10386,45,92.08,2,4143.6,2020-03-01,2731,Resolved,Ships,S700_3505,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,100,28034
10397,48,108.18,3,5192.64,2020-03-28,2705,Shipped,Ships,S700_3505,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Medium,61.77.6555,100,31000
10414,28,108.18,7,3029.04,2020-05-06,2667,On Hold,Ships,S700_3505,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,6175559555,100,51003
10105,22,116.19,7,2556.18,2018-02-11,3483,Shipped,Ships,S700_3962,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small,31 12 3555,99,1734
10117,45,83.42,1,3753.9,2018-04-16,3420,Shipped,Ships,S700_3962,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,+65 221 7555,99,79903
10129,30,85.41,7,2562.3,2018-06-12,3364,Shipped,Ships,S700_3962,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Small,(171) 555-0297,99,WX3 6FW
10142,38,85.41,4,3245.58,2018-08-08,3308,Shipped,Ships,S700_3962,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,99,97562
10153,20,110.23,3,2204.6,2018-09-28,3258,Shipped,Ships,S700_3962,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,99,28034
10167,28,107.25,14,3003.0,2018-10-23,3234,Cancelled,Ships,S700_3962,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,0695-34 6555,99,S-844 67
10177,24,105.27,5,2526.48,2018-11-07,3220,Shipped,Ships,S700_3962,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Small,+34 913 728 555,99,28023
10185,22,79.45,5,1747.9,2018-11-14,3214,Shipped,Ships,S700_3962,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,99,50553
