ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PHONE,MSRP
10283,34,92.94,8,3159.96,2019-08-20,2060,Shipped,Vintage Cars,S24_3151,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Medium,(604) 555-4555,88
10295,46,84.97,3,3908.62,2019-09-10,2040,Shipped,Vintage Cars,S24_3151,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,6175559555,88
10306,31,84.08,2,2606.48,2019-10-14,2007,Shipped,Vintage Cars,S24_3151,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555,88
10315,24,86.74,1,2081.76,2019-10-29,1993,Shipped,Vintage Cars,S24_3151,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,40.67.8555,88
10326,41,85.85,3,3519.85,2019-11-09,1983,Shipped,Vintage Cars,S24_3151,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Medium,0921-12 3555,88
10339,55,195.6,13,10758.0,2019-11-23,1970,Shipped,Vintage Cars,S24_3151,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Large,+81 3 3584 0555,88
10350,30,100.7,9,3021.0,2019-12-02,1962,Shipped,Vintage Cars,S24_3151,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,88
10373,33,57.32,12,1891.56,2020-01-31,1903,Shipped,Vintage Cars,S24_3151,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small,981-443655,88
10396,27,83.2,7,2246.4,2020-03-23,1852,Shipped,Vintage Cars,S24_3151,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,88
10414,60,101.79,5,6107.4,2020-05-06,1809,On Hold,Vintage Cars,S24_3151,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,6175559555,88
10110,27,73.62,12,1987.74,2018-03-18,2590,Shipped,Classic Cars,S24_3191,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555,85
10124,49,83.04,11,4068.96,2018-05-21,2527,Shipped,Classic Cars,S24_3191,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium,7025551838,85
10148,31,73.62,5,2282.22,2018-09-11,2415,Shipped,Classic Cars,S24_3191,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555,85
10161,20,77.05,4,1541.0,2018-10-17,2380,Shipped,Classic Cars,S24_3191,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,86 21 3555,85
10172,24,81.33,2,1951.92,2018-11-05,2362,Shipped,Classic Cars,S24_3191,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,2035552570,85
10182,33,94.17,15,3107.61,2018-11-12,2356,Shipped,Classic Cars,S24_3191,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,85
10192,32,72.77,3,2328.64,2018-11-20,2349,Shipped,Classic Cars,S24_3191,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small,6035558647,85
10204,40,79.62,9,3184.8,2018-12-02,2338,Shipped,Classic Cars,S24_3191,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413,85
10212,27,79.62,2,2149.74,2019-01-16,2294,Shipped,Classic Cars,S24_3191,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,85
10227,40,79.62,15,3184.8,2019-03-02,2250,Shipped,Classic Cars,S24_3191,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,78.32.5555,85
10241,26,81.33,7,2114.58,2019-04-13,2209,Shipped,Classic Cars,S24_3191,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,88.60.1555,85
10267,44,96.74,4,4256.56,2019-07-07,2125,Shipped,Classic Cars,S24_3191,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413,85
10279,33,71.06,4,2344.98,2019-08-09,2093,Shipped,Classic Cars,S24_3191,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,85
10288,34,68.49,10,2328.66,2019-09-01,2071,Shipped,Classic Cars,S24_3191,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,+65 224 1555,85
10302,48,74.48,6,3575.04,2018-10-06,2402,Shipped,Classic Cars,S24_3191,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Medium,(171) 555-2282,85
10311,25,83.04,5,2076.0,2019-10-16,2028,Shipped,Classic Cars,S24_3191,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,85
10321,39,84.75,2,3305.25,2019-11-04,2010,Shipped,Classic Cars,S24_3191,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Medium,5085552555,85
10332,45,34.19,12,1538.55,2019-11-17,1998,Shipped,Classic Cars,S24_3191,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555,85
10346,24,138.58,2,3325.92,2019-11-29,1987,Shipped,Classic Cars,S24_3191,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium,7025551838,85
10368,46,79.62,1,3662.52,2020-01-19,1937,Shipped,Classic Cars,S24_3191,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,85
10380,44,79.06,9,3478.64,2020-02-16,1910,Shipped,Classic Cars,S24_3191,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,85
10407,13,81.33,7,1057.29,2020-04-22,1845,On Hold,Classic Cars,S24_3191,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659,85
10420,35,96.74,10,3385.9,2020-05-29,1809,In Process,Classic Cars,S24_3191,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555,85
10108,30,63.07,5,1892.1,2018-03-03,2628,Shipped,Classic Cars,S24_3371,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587,61
10122,34,50.21,9,1707.14,2018-05-08,2563,Shipped,Classic Cars,S24_3371,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Small,91.24.4555,61
10135,27,66.13,6,1785.51,2018-07-02,2509,Shipped,Classic Cars,S24_3371,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,61
10147,30,68.58,6,2057.4,2018-09-05,2445,Shipped,Classic Cars,S24_3371,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Small,6175558555,61
10169,34,50.21,1,1707.14,2018-11-04,2386,Shipped,Classic Cars,S24_3371,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,02 9936 8555,61
10181,23,65.52,13,1506.96,2018-11-12,2379,Shipped,Classic Cars,S24_3371,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small,+47 2267 3215,61
10191,48,60.01,2,2880.48,2018-11-20,2372,Shipped,Classic Cars,S24_3371,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small,0221-5554327,61
10203,34,64.9,7,2206.6,2018-12-02,2361,Shipped,Classic Cars,S24_3371,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,61
10211,48,48.98,1,2351.04,2019-01-15,2318,Shipped,Classic Cars,S24_3371,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier,Dominique,Small,(1) 47.55.6555,61
10225,24,50.21,8,1205.04,2019-02-22,2281,Shipped,Classic Cars,S24_3371,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Small,0897-034555,61
10238,47,62.45,2,2935.15,2019-04-09,2236,Shipped,Classic Cars,S24_3371,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small,31 12 3555,61
10253,24,52.66,12,1263.84,2019-06-01,2184,Cancelled,Classic Cars,S24_3371,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small,(171) 555-2282,61
10266,47,62.45,13,2935.15,2019-07-06,2150,Shipped,Classic Cars,S24_3371,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,0522-556555,61
10276,20,61.23,2,1224.6,2019-08-02,2124,Shipped,Classic Cars,S24_3371,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Small,6175557555,61
10287,20,67.97,11,1359.4,2019-08-30,2097,Shipped,Classic Cars,S24_3371,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz,Michael,Small,0897-034555,61
10300,31,58.78,4,1822.18,2018-10-04,2428,Shipped,Classic Cars,S24_3371,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Small,+49 69 66 90 2555,61
10310,38,56.94,9,2163.72,2019-10-16,2052,Shipped,Classic Cars,S24_3371,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim,Henriette,Small,0221-5554327,61
10320,26,61.23,2,1591.98,2019-11-03,2035,Shipped,Classic Cars,S24_3371,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Small,0921-12 3555,61
10331,25,123.14,9,3078.5,2019-11-17,2022,Shipped,Classic Cars,S24_3371,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium,2155559857,61
10342,48,62.45,10,2997.6,2019-11-24,2016,Shipped,Classic Cars,S24_3371,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,03 9520 4555,61
10355,44,62.45,6,2747.8,2019-12-07,2004,Shipped,Classic Cars,S24_3371,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,61
10363,21,116.56,15,2447.76,2020-01-06,1975,Shipped,Classic Cars,S24_3371,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Small,+358 9 8045 555,61
10378,46,41.54,6,1910.84,2020-02-10,1941,Shipped,Classic Cars,S24_3371,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,61
10390,46,52.84,6,2430.64,2020-03-04,1919,Shipped,Classic Cars,S24_3371,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,61
10419,55,52.66,12,2896.3,2020-05-17,1846,Shipped,Classic Cars,S24_3371,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small,6562-9555,61
10106,31,52.6,14,1630.6,2018-02-17,2667,Shipped,Vintage Cars,S24_3420,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,65
10119,20,72.98,5,1459.6,2018-04-28,2598,Shipped,Vintage Cars,S24_3420,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small,6562-9555,65
10131,29,59.18,6,1716.22,2018-06-16,2550,Shipped,Vintage Cars,S24_3420,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis,Dan,Small,2035554407,65
10143,33,77.59,9,2560.47,2018-08-10,2496,Shipped,Vintage Cars,S24_3420,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,65
10155,34,55.89,7,1900.26,2018-10-06,2440,Shipped,Vintage Cars,S24_3420,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Small,90-224 8555,65
10167,32,63.12,3,2019.84,2018-10-23,2424,Cancelled,Vintage Cars,S24_3420,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,0695-34 6555,65
10178,27,73.64,6,1988.28,2018-11-08,2409,Shipped,Vintage Cars,S24_3420,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Small,61.77.6555,65
10186,21,69.04,3,1449.84,2018-11-14,2404,Shipped,Vintage Cars,S24_3420,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy,Thomas,Small,(171) 555-7555,65
10198,27,71.67,6,1935.09,2018-11-27,2392,Shipped,Vintage Cars,S24_3420,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,+63 2 555 3587,65
10222,43,70.35,6,3025.05,2019-02-19,2309,Shipped,Vintage Cars,S24_3420,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium,7605558146,65
10249,25,69.7,2,1742.5,2019-05-08,2232,Shipped,Vintage Cars,S24_3420,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng,Kyung,Small,6175555555,65
10262,46,70.35,11,3236.1,2019-06-24,2186,Cancelled,Vintage Cars,S24_3420,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,65
10274,24,72.33,3,1735.92,2019-07-21,2160,Shipped,Vintage Cars,S24_3420,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Small,6175558555,65
10284,39,71.67,13,2795.13,2019-08-21,2130,Shipped,Vintage Cars,S24_3420,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555,65
10296,31,53.92,9,1671.52,2019-09-15,2106,Shipped,Vintage Cars,S24_3420,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Small,+49 89 61 08 9555,65
10307,22,71.67,3,1576.74,2019-10-14,2078,Shipped,Vintage Cars,S24_3420,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Small,2155554695,65
10316,47,76.93,11,3615.71,2019-11-01,2061,Shipped,Vintage Cars,S24_3420,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Medium,(198) 555-8888,65
10328,20,72.98,2,1459.6,2019-11-12,2051,Shipped,Vintage Cars,S24_3420,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,035-640555,65
10339,29,99.69,14,2891.01,2019-11-23,2041,Shipped,Vintage Cars,S24_3420,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555,65
10351,38,68.38,4,2598.44,2019-12-03,2032,Shipped,Vintage Cars,S24_3420,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Small,(171) 555-0297,65
10361,34,113.88,6,3871.92,2019-12-17,2019,Shipped,Vintage Cars,S24_3420,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,+61 2 9495 8555,65
10373,46,66.0,11,3036.0,2020-01-31,1975,Shipped,Vintage Cars,S24_3420,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,981-443655,65
10386,35,63.76,9,2231.6,2020-03-01,1946,Resolved,Vintage Cars,S24_3420,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,65
10398,34,71.67,13,2436.78,2020-03-30,1918,Shipped,Vintage Cars,S24_3420,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,26.47.1555,65
10400,38,57.2,3,2173.6,2020-04-01,1917,Shipped,Vintage Cars,S24_3420,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,4085553659,65
10415,18,69.7,2,1254.6,2020-05-09,1880,Disputed,Vintage Cars,S24_3420,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery,Sean,Small,61-9-3844-6555,65
10110,37,100.66,14,3724.42,2018-03-18,2664,Shipped,Classic Cars,S24_3432,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,(171) 555-1555,107
10124,43,121.0,13,5203.0,2018-05-21,2601,Shipped,Classic Cars,S24_3432,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Medium,7025551838,107
10148,27,128.5,7,3469.5,2018-09-11,2489,Shipped,Classic Cars,S24_3432,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,02 9936 8555,107
10161,30,104.94,6,3148.2,2018-10-17,2454,Shipped,Classic Cars,S24_3432,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium,86 21 3555,107
10172,22,98.51,4,2167.22,2018-11-05,2436,Shipped,Classic Cars,S24_3432,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,2035552570,107
10182,49,127.43,17,6244.07,2018-11-12,2430,Shipped,Classic Cars,S24_3432,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,107
10192,46,121.0,5,5566.0,2018-11-20,2423,Shipped,Classic Cars,S24_3432,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium,6035558647,107
10204,48,91.02,11,4368.96,2018-12-02,2412,Shipped,Classic Cars,S24_3432,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413,107
10212,46,87.81,4,4039.26,2019-01-16,2368,Shipped,Classic Cars,S24_3432,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,107
10226,48,92.09,2,4420.32,2019-02-26,2328,Shipped,Classic Cars,S24_3432,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium,7605558146,107
10241,27,86.73,9,2341.71,2019-04-13,2283,Shipped,Classic Cars,S24_3432,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Small,88.60.1555,107
10267,43,118.86,6,5110.98,2019-07-07,2199,Shipped,Classic Cars,S24_3432,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,2125557413,107
10279,48,128.5,6,6168.0,2019-08-09,2167,Shipped,Classic Cars,S24_3432,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,107
10288,41,118.86,12,4873.26,2019-09-01,2145,Shipped,Classic Cars,S24_3432,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,+65 224 1555,107
10301,22,96.37,2,2120.14,2018-10-05,2477,Shipped,Classic Cars,S24_3432,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,+47 2212 1555,107
10311,46,92.09,7,4236.14,2019-10-16,2102,Shipped,Classic Cars,S24_3432,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,107
10321,21,89.95,4,1888.95,2019-11-04,2084,Shipped,Classic Cars,S24_3432,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez,Violeta,Small,5085552555,107
10332,31,37.18,13,1152.58,2019-11-17,2072,Shipped,Classic Cars,S24_3432,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,(171) 555-1555,107
10346,26,95.88,6,2492.88,2019-11-29,2061,Shipped,Classic Cars,S24_3432,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King,Sue,Small,7025551838,107
10368,20,99.58,4,1991.6,2020-01-19,2011,Shipped,Classic Cars,S24_3432,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,4155551450,107
10380,34,116.27,11,3953.18,2020-02-16,1984,Shipped,Classic Cars,S24_3432,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,107
10407,43,86.73,9,3729.39,2020-04-22,1919,On Hold,Classic Cars,S24_3432,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,4085553659,107
10420,26,100.66,12,2617.16,2020-05-29,1883,In Process,Classic Cars,S24_3432,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,+61 2 9495 8555,107
10105,50,79.67,1,3983.5,2018-02-11,2722,Shipped,Vintage Cars,S24_3816,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,31 12 3555,83
10119,35,90.57,10,3169.95,2018-04-28,2647,Shipped,Vintage Cars,S24_3816,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium,6562-9555,83
10129,50,77.99,1,3899.5,2018-06-12,2603,Shipped,Vintage Cars,S24_3816,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown,Ann,Medium,(171) 555-0297,83
10143,23,80.51,14,1851.73,2018-08-10,2545,Shipped,Vintage Cars,S24_3816,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,5085559555,83
10155,37,67.93,12,2513.41,2018-10-06,2489,Shipped,Vintage Cars,S24_3816,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Small,90-224 8555,83
10167,29,83.86,8,2431.94,2018-10-23,2473,Cancelled,Vintage Cars,S24_3816,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,0695-34 6555,83
10178,21,72.12,11,1514.52,2018-11-08,2458,Shipped,Vintage Cars,S24_3816,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet,Annette,Small,61.77.6555,83
10186,36,85.54,8,3079.44,2018-11-14,2453,Shipped,Vintage Cars,S24_3816,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy,Thomas,Medium,(171) 555-7555,83
10197,22,86.38,5,1900.36,2018-11-26,2442,Shipped,Vintage Cars,S24_3816,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,(93) 203 4555,83
10222,46,80.51,11,3703.46,2019-02-19,2358,Shipped,Vintage Cars,S24_3816,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson,Valarie,Medium,7605558146,83
10248,23,76.31,2,1755.13,2019-05-07,2282,Cancelled,Vintage Cars,S24_3816,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,2125557818,83
10262,49,87.21,16,4273.29,2019-06-24,2235,Cancelled,Vintage Cars,S24_3816,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,(91) 555 94 44,83
10273,48,83.02,3,3984.96,2019-07-21,2209,Shipped,Vintage Cars,S24_3816,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Medium,(02) 5554 67,83
10283,33,72.96,5,2407.68,2019-08-20,2180,Shipped,Vintage Cars,S24_3816,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,(604) 555-4555,83
10296,22,77.15,14,1697.3,2019-09-15,2155,Shipped,Vintage Cars,S24_3816,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Small,+49 89 61 08 9555,83
10307,22,91.41,8,2011.02,2019-10-14,2127,Shipped,Vintage Cars,S24_3816,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes,Francisca,Small,2155554695,83
10316,25,92.25,16,2306.25,2019-11-01,2110,Shipped,Vintage Cars,S24_3816,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,(198) 555-8888,83
10326,20,92.25,2,1845.0,2019-11-09,2103,Shipped,Vintage Cars,S24_3816,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,Berglund,Christina,Small,0921-12 3555,83
10339,42,59.36,16,2493.12,2019-11-23,2090,Shipped,Vintage Cars,S24_3816,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,+81 3 3584 0555,83
10350,25,60.34,10,1508.5,2019-12-02,2082,Shipped,Vintage Cars,S24_3816,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,(91) 555 94 44,83
10373,23,104.1,10,2394.3,2020-01-31,2023,Shipped,Vintage Cars,S24_3816,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small,981-443655,83
10385,37,85.54,2,3164.98,2020-02-28,1996,Shipped,Vintage Cars,S24_3816,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,83
10396,37,90.57,8,3351.09,2020-03-23,1973,Shipped,Vintage Cars,S24_3816,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,83
10400,42,72.96,8,3064.32,2020-04-01,1965,Shipped,Vintage Cars,S24_3816,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Medium,4085553659,83
10414,51,76.31,2,3891.81,2020-05-06,1931,On Hold,Vintage Cars,S24_3816,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,6175559555,83
10108,40,136.22,1,5448.8,2018-03-03,2727,Shipped,Classic Cars,S24_3856,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Medium,+63 2 555 3587,140
10122,43,127.79,5,5494.97,2018-05-08,2662,Shipped,Classic Cars,S24_3856,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium,91.24.4555,140
10135,47,134.81,2,6336.07,2018-07-02,2608,Shipped,Classic Cars,S24_3856,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,4155551450,140
10147,23,126.39,2,2906.97,2018-09-05,2544,Shipped,Classic Cars,S24_3856,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson,Allen,Small,6175558555,140
10170,34,112.34,1,3819.56,2018-11-04,2485,Shipped,Classic Cars,S24_3856,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel,Roland,Medium,7675-3555,140
